MedCode,MedDescription,Compound,MedFamily,MedPriceMXN,MinStock,MaxStock
3305235,CYRAMZA (RAMUCIRUMAB) 500/50ML CAJ C/1,RAMUCIRUMAB,Antineoplásicos e inmunomoduladores,410.5,2,2
3304824,TURAZIVE (FEBUXOSTAT) 80MG C/15 TAB,FEBUXOSTAT,Sistema musculoesquelético,672,2,2
3305080,VALMETROL-3 400UI C/50 TAB COLECALCIFEROL (VITAMINA D3),COLECALCIFEROL,Tracto alimentario y metabolismo,66.5,2,3
3301599,COAPROVEL 150MG/12.5MG C/14 TAB(IRBESARTAN/HIDROCLOROTIAZIDA,IRBESARTAN/HIDROCLOROTIAZIDA,Sistema cardiovascular,938,1,1
3302579,METICORTEN 50MG C/20 TAB(PREDNISONA),PREDNISONA,"Preparados hormonales sistémicos, excluyendo hormonas sexuales e insulinas",11200,2,6
3304740,ZOLAG FRANCO GOTERO 15ML (HIALURONATO GLICERINA),HIALURONATO,Órganos de los sentidos,505.5,1,1
3305183,HEP-TEC (HEPARINA DE SODIO) 10000IU /10ML FCO,HEPARINA DE SODIO,Sangre y órganos hematopoyéticos,694,23,52
3300214,TRITAZIDE 2.5/12.5MG C/16 TABS(RAMIPRIL/HIDROCLOROTIAZIDA),RAMIPRIL/HIDROCLOROTIAZIDA,Sistema cardiovascular,1186,1,1
3304724,"OKSEN 80MG/12.5MG C/30CAPS (TELMISARTAN,HIDROCLOROTIAZIDA)","TELMISARTAN,HIDROCLOROTIAZIDA",Sistema cardiovascular,718,2,3
3304750,"DEXABION AMPOLLETA C/3 (TIMINA,PIRIDOXINA, CIANOCOBALAMINA)","TIMINA,PIRIDOXINA, CIANOCOBALAMINA",Sistema musculoesquelético,259,2,4
3600195,EUTIROX 88MCG C/50LEVOTIROXINA SODICA,EUTIROX,"Preparados hormonales sistémicos, excluyendo hormonas sexuales e insulinas",2999,1,1
3305325,NULYTELY BIS (BISACODILO/MACROGOL) 5MG/105G TABLETA/POLVO C.,BISACODILO/MACROGOL,Tracto alimentario y metabolismo,223.5,2,2
3305192,BACTRIM 40/200MG SUSP 100ML(SULFAMETOXAZOL Y TRIMETOPRIMA),SULFAMETOXAZOL Y TRIMETOPRIMA,Antiinfecciosos para uso sistémico,176,1,2
3305242,D. UNIT. EUTIROX (LEVOTIROXINA) 112 MICROGRAMOS TAB,LEVOTIROXINA,"Preparados hormonales sistémicos, excluyendo hormonas sexuales e insulinas",215,2,6
3304926,BENSITRAK 20MG/10ML AMP IV (BESILATO DE CISATRACURIO),BESILATO DE CISATRACURIO,Sistema musculoesquelético,241,16,46
3305147,DUPHALAC JBE 150 ML LACTULOSA,LACTULOSA,Tracto alimentario y metabolismo,2936,1,1
3500544,AMINOEFEDRISON NF 150ML JARABE(TEOFILINA/AMBROXOL),TEOFILINA/AMBROXOL,Sistema respiratorio,280,2,3
3305159,"ALMETEC TRI 40MG/5MG/12.5MG (OLMESARTAN,AMLODIPINO,HIDROCLOR","OLMESARTAN,AMLODIPINO,HIDROCLOR",Sistema cardiovascular,1298,1,1
3500460,FLIXOTIDE AER SUSP 250UG 3.3MG/5.1G 60 DOSIS(FLUTICASONA),FLUTICASONA,Sistema respiratorio,720.5,2,2
3304846,BETNOVATE LOCION (BETAMETASONA) 0.122G /100 ML SUSP 50 ML,BETAMETASONA,"Preparados hormonales sistémicos, excluyendo hormonas sexuales e insulinas",489.5,1,1
3305072,JARDIANZ TAB 10 MG CAJA C/30 (EMPAGLIFLOZINA),EMPAGLIFLOZINA,Tracto alimentario y metabolismo,225,1,1
3301662,TAFIROL FLEX 300/250MG C/30 TAB(PARACETAMOL/CLORZOXAZONA),PARACETAMOL/CLORZOXAZONA,Sistema musculoesquelético,311,2,3
3305276,ASOFLON DUO (DUTASTERIDA/ TAMSULOSINA) .5MG/ 0.40 MG C/30 CA,DUTASTERIDA/ TAMSULOSINA,Sistema genitourinario y hormonas sexuales,893,1,1
3305066,VELIAN SOLN. 25 MG/10 ML SOBRE (DEXKETOPROFENO),DEXKETOPROFENO,Sistema musculoesquelético,334,14,38
3500170,FISOPRED SOLUCION PEDIATRICA 100ML(PREDNISOLONA),PREDNISOLONA,"Preparados hormonales sistémicos, excluyendo hormonas sexuales e insulinas",258,1,1
3302543,SUPRADOL F 10MG/50MG C/10 TAB (KETOROLACO/CAFEINA),KETOROLACO/CAFEINA,Sistema musculoesquelético,516,2,2
3305114,CICLOFERON XTRM (ACICLOVIR/LIDOCAINA) 5 G/2 G/100 ML SPRAY SOL 5% 50 ML,ACICLOVIR/LIDOCAINA,Dermatológicos,515,1,2
3500326,PLIDAN COMP 10/125MG C/20 GRAGEAS PARGEVERINA/ CLONIXINATO L,PLIDAN,Tracto alimentario y metabolismo,9217,2,3
3304998,EUTIROX 137MCG 50 TAB LEVOTIROXINA SODICA,EUTIROX,"Preparados hormonales sistémicos, excluyendo hormonas sexuales e insulinas",215,1,1
3304947,ZERBAXA 1G/0.5G AMP IV (CEFTOLOZANO/TAZOBACTAM),CEFTOLOZANO/TAZOBACTAM,Antiinfecciosos para uso sistémico,25492.5,20,59
3301018,DEPOMEDROL 40MG/ML AMP 2ML(METILPREDNISOLONA),METILPREDNISOLONA,"Preparados hormonales sistémicos, excluyendo hormonas sexuales e insulinas",19775.5,4,9
3500684,PANKREOFLAT C/30 GRAGEAS(DIMETICONA/PANCREATINA),DIMETICONA/PANCREATINA,Tracto alimentario y metabolismo,135,1,1
3305298,EPORATIO 20.000 UI/ 1 .0ML 1 JGP C/1 ML,EPORATIO,Sangre y órganos hematopoyéticos,478,1,1
3301202,FARMEBAN 500/100MG C/30 CAPS(DIMETICONA/DIYODOHIDROXIQUINOL,DIMETICONA/DIYODOHIDROXIQUINOL,"Antiparasitarios, insecticidas y repelentes",215,2,2
3305091,D.UNIT. EDARBI CLD 80/12.5MG TAB (AZILSARTAN/CLORTALIDONA),AZILSARTAN/CLORTALIDONA,Sistema cardiovascular,994,4,8
3305290,PENTASA 1GR SUPOSITORIOS CAJA C/14,PENTASA,Tracto alimentario y metabolismo,365,1,1
3304988,TRESIBA FLEXTOUCH 100/3ML CAJA C/5 PLUMAS(INSULINA),INSULINA,Tracto alimentario y metabolismo,271,2,3
3305053,MEPROXIDINA 200MCG/2ML (DEXMEDETOMIDINA),DEXMEDETOMIDINA,Sistema nervioso,199,224,224
3301603,COAPROVEL 300/12.5MG C/14 TAB(IRBESARTAN/HIDROCLOROTIAZIDA),IRBESARTAN/HIDROCLOROTIAZIDA,Sistema cardiovascular,1225,1,1
3301349,TIAMINAL B12 50000U FCO AMP 10 ML C/5JERINGAS(COMPLEJO B,COMPLEJO B,Tracto alimentario y metabolismo,530.5,1,1
3304215,PEDIACEL 0.5 ML (VACUNA PENTAVALENTE),VACUNA PENTAVALENTE,Antiinfecciosos para uso sistémico,623,1,1
3301140,NEUROFLAX 20/4MG C/3 AMP (COBAMAMIDA/TIOCOLCHICOSIDO),COBAMAMIDA/TIOCOLCHICOSIDO,Sistema musculoesquelético,891,2,2
3305265,VYTORIN 10/10MG (EZETIMIBA/SIMVASTATINA) C/28,EZETIMIBA/SIMVASTATINA,Sistema cardiovascular,1232,1,1
3300251,"VARTALON COMP 1500/1200MG C/15 SOB(GLUCOSAMINA,CONDROITIN)","GLUCOSAMINA,CONDROITIN",Sistema musculoesquelético,1190,1,2
3302563,"MELOX PLUS 360ML SUSP CEREZA(DIMETICONA,ALUMINIO,MAGNESIO)","DIMETICONA,ALUMINIO,MAGNESIO",Tracto alimentario y metabolismo,418,1,2
3305082,METEOPASMYL 60MG/300MG CJA C/20 CAP,METEOPASMYL,Tracto alimentario y metabolismo,629,1,1
3301317,LANTUS SOLOSTAR PLUMA 100UI 3 ML C/1 (INSULINA GLARGINA),INSULINA GLARGINA,Tracto alimentario y metabolismo,2147,2,6
3300507,CAFIASPIRINA (AAS/CAFEMNA) 500 MG/30 MG TAB C/40,CAFIASPIRINA,Sistema nervioso,56.5,1,1
3300244,FOSAMAX PLUS 70MG/5600UI COMP (ALENDRONICO/COLECACIFERO),ALENDRONICO/COLECACIFERO,Sistema musculoesquelético,517.5,1,2
3400000,ANTIFLUDES PEDIATRICO 2.5 G/0.1 G/15 G/100 ML GOTAS 30 ML,ANTIFLUDES,Sistema respiratorio,83.5,1,1
3500775,TRAYENTA DUO 2.5/500MG. LINAGLIPINA/METFORMINA C30,TRAYENTA,Tracto alimentario y metabolismo,147.5,1,1
3300599,ZOVIRAX 400MG C/35 TABLETAS DISPER.(ACICLOVIR),ACICLOVIR,Antiinfecciosos para uso sistémico,1510.5,1,2
3302874,CERVARIX AMP 0.5ML (PROTEMNA L1 DEL VIRUS DEL PAPILOMA),PROTEMNA L1 DEL VIRUS DEL PAPILOMA,Antiinfecciosos para uso sistémico,958.5,1,1
3302372,DIANE 2/0.35MG C/21 GRAG(CITROPERONA/ETINILESTRADIOL),CITROPERONA/ETINILESTRADIOL,Sistema genitourinario y hormonas sexuales,399,2,2
3300873,LUCRIN DEPOT 11.25MG C/1 AMP (ACETATO DE LEUPROLIDE),ACETATO DE LEUPROLIDE,Antineoplásicos e inmunomoduladores,599,1,1
3304244,AMOXICLAV 250/62.5/5ML SUSP AMOXIXILINA/ACIDO CLAVULINICO,AMOXICLAV,Antiinfecciosos para uso sistémico,222,1,2
3300639,ATROVENT (11.22 G)AEROSOL 10ML (BROMURO DE IPRATROPIO),BROMURO DE IPRATROPIO,Sistema respiratorio,1045.5,2,5
3304728,DIPROSPAN 2ML AMPULA 5MG/2MG (BETAMETASONA),BETAMETASONA,"Preparados hormonales sistémicos, excluyendo hormonas sexuales e insulinas",519,1,2
3302242,ILOSONE 250MG 120ML SUSPENCION(ERITROMICINA),ERITROMICINA,Antiinfecciosos para uso sistémico,13196.5,3,7
3304637,ROBAX GOLD C/24 TAB METOCARBAMOL/IBUPROFENO,ROBAX,Sistema musculoesquelético,265,2,3
3302211,"VARTALON COMP 1500/1200MG C/30 SOB(GLUCOSAMINA,CONDROITIN)","GLUCOSAMINA,CONDROITIN",Sistema musculoesquelético,1190,3,3
3302951,"DOTBAL C/240 TABLETAS FASE INTENSIVA RIFAMPICINA, ISONIAZIDA",DOTBAL,Antiinfecciosos para uso sistémico,719,1,1
3302751,PIRIFUR 500MG C/24 COMPS(FENAZOPIRIDINA/ACIDO NALIDIXICO),FENAZOPIRIDINA/ACIDO NALIDIXICO,Antiinfecciosos para uso sistémico,785.5,1,1
3305321,VELIAN (DEXKETOPROFENO) 50 MG / 2 ML IM IV AMPOLLETA,DEXKETOPROFENO,Sistema musculoesquelético,334,1,2
3302097,LODESTAR ZID 50/12.5MG TAB C/30 (LOSARTAN+HIDROCLOROTIAZIDA),LOSARTAN+HIDROCLOROTIAZIDA,Sistema cardiovascular,596,1,1
3301570,ULSEN PCS 40MG C/14 TAB (OMEPRAZOL),OMEPRAZOL,Tracto alimentario y metabolismo,370,2,6
3302183,ARGENTAFIL 1% (SULFADIAZINA DE PLATA) 1 G/100 ML SPRAY 120 ML,SULFADIAZINA DE PLATA,Dermatológicos,1305.5,1,1
3304911,TOUJEO 300 U/ML PLUMA C/3 CARTUCHOS 1.5ML INSULINA GLARGINA,TOUJEO,Tracto alimentario y metabolismo,587,1,1
3300462,"PRIORIX AMP 0.5ML (VACULA SARAMPION, PAROTIDITIS Y RUBEOLA)",PRIORIX,Antiinfecciosos para uso sistémico,735.5,1,1
3500228,FITOESTIMULINA CREMA 30G(TRITICUM VULGARE)LOGISTICA VALEANT,TRITICUM VULGARE,Sistema genitourinario y hormonas sexuales,354,2,2
3302877,SOLDRIN OFTALMICO 10ML GOTAS DEXAMETASONA/NEOMICINA,SOLDRIN,Órganos de los sentidos,233,2,2
3500575,GLUCOVANCE 500MG/2.5 C/60 TAB METFORMINA Y GLIBENCLAMIDA,GLUCOVANCE,Tracto alimentario y metabolismo,15122,1,1
3300167,DALACIN V CREMA 40G 2%(CLINDAMICINA),CLINDAMICINA,Antiinfecciosos para uso sistémico,556,1,1
3304673,EUTIROX 112MCG C/50 TAB (LEVOTIROXINA SODICA),LEVOTIROXINA SODICA,"Preparados hormonales sistémicos, excluyendo hormonas sexuales e insulinas",820,1,2
3304808,PISACAINA SPRAY 10G/100 ML FRASCO 115 ML,PISACAINA,Sistema nervioso,338.5,2,6
3305085,D. UNIT. REVATIO 20MG TAB (SILDENAFIL),SILDENAFIL,Sistema genitourinario y hormonas sexuales,426,11,31
3300095,RECOVERON (NC) 5/4G CREMA 40G40GACIDOACEX@MICO/NEOMICINA,RECOVERON,Dermatológicos,434.5,2,3
3304784,BOLENTAX 40MG/0.4ML C/2 JGP (ENOXAPARINA SODICA),ENOXAPARINA SODICA,Sangre y órganos hematopoyéticos,694,7,18
3305231,LOMETOPAN (MOMETASONA) 0.05% 50MCG SUSP 10ML 60 NEBUL,MOMETASONA,Sistema respiratorio,431,1,2
3300665,REVATHIO 20MG TABLETAS C/90 (SILDENAFIL),SILDENAFIL,Sistema genitourinario y hormonas sexuales,533.5,1,1
3301409,CELESTONE 3MG SOLUSPAN JERINGA 1ML.(BETAMETASONA),BETAMETASONA,"Preparados hormonales sistémicos, excluyendo hormonas sexuales e insulinas",267,3,6
3305233,D. UNIT. SINUBERASE (BACILLUS CLAUSII) 5 ML AMP,BACILLUS CLAUSII,Tracto alimentario y metabolismo,250.5,20,42
3301789,DOLO NEUROBION 50MG C/30 GRAGEAS(COMPLEJO B/DICLOFENACO),COMPLEJO B/DICLOFENACO,Tracto alimentario y metabolismo,583,4,9
3302382,VITACILINA UNG 28G(RETINOL NEOMICINA),RETINOL NEOMICINA,Tracto alimentario y metabolismo,31,1,1
3302937,CLAVULIN 12H 875/125MG C/10 TAB(AMOXICILINA/ACIDO CLAVULANIC,AMOXICILINA/ACIDO CLAVULANIC,Antiinfecciosos para uso sistémico,539,1,1
3305013,JARDIANZ DUO TAB 5 MG/850 MG (EMPAGLIFLOZINA/METFORMINA),EMPAGLIFLOZINA/METFORMINA,Tracto alimentario y metabolismo,459.5,1,1
3304437,IDAPTAN MR 35 MG 30 COMP TRIMETAZIDINA,TRIMETAZIDINA,Sistema cardiovascular,1993,2,5
3305038,LASFLIGEN 25/125MCG INHAL 120 DOSIS,LASFLIGEN,Sistema respiratorio,2292,1,1
3301155,ALIN DEPOT 8MG 2ML AMP (DEXAMETASONA),DEXAMETASONA,"Preparados hormonales sistémicos, excluyendo hormonas sexuales e insulinas",141,2,4
3302669,COMBIVENT 0.5/2.5MG AMPOLLETA 2.5ML (IPRATROPIO/ SALBUTAMOL),IPRATROPIO/ SALBUTAMOL,Sistema respiratorio,528.5,591,1608
3304923,PRESTEME 10MG/G TB C/30G (IVERMECTINA),IVERMECTINA,"Antiparasitarios, insecticidas y repelentes",7329,1,1
3300974,CELESTAMINE NS 5/0.25MG C/10 TAB(LORATADINA/BETAMETASONA,LORATADINA/BETAMETASONA,"Preparados hormonales sistémicos, excluyendo hormonas sexuales e insulinas",290.5,2,2
3301375,EXFORGE HCT 5/160/12.5 C/28 CPR(AMLODIPINO/VALSARTAN/HIDROCL,AMLODIPINO/VALSARTAN/HIDROCL,Sistema cardiovascular,134.5,1,2
3302098,NODESCRON 4MG AMPOLLETA (VECURONIO) PISA,VECURONIO,Sistema musculoesquelético,786,24,57
3300965,SYMBICORT 160/4.5MCG 60 DOSIS(BUDESONINA/FORMOTEROL),BUDESONINA/FORMOTEROL,Sistema respiratorio,466,2,3
3300615,JANUMET 50/850MG COMP C/28(SITAGLIPTINA/METFORMINA),SITAGLIPTINA/METFORMINA,Tracto alimentario y metabolismo,247,1,2
3302076,EXFORGE HCT 10/320/25MG C/28 CPR(AMLODIPINO/VALSARTAN/HIDROC,AMLODIPINO/VALSARTAN/HIDROC,Sistema cardiovascular,354,2,2
3300818,AUGMENTIN 12H 875/125MG C/10 TAB(AMOXICILINA/ACIDO,AMOXICILINA/ACIDO,Antiinfecciosos para uso sistémico,468,2,2
3302480,MACRODANTINA 50MG C/40 CAPS(NITROFURANTOINA),NITROFURANTOINA,Antiinfecciosos para uso sistémico,652,1,1
3304964,YASMIN 24/4 DROSPIRENONA-ETINILESTRADIOL,DROSPIRENONA-ETINILESTRADIOL,Sistema genitourinario y hormonas sexuales,364,2,3
3301713,AMOXICLAV BID 875MG/125MG C/14 TAB(AMOXICILINA/ACIDO,AMOXICILINA/ACIDO,Antiinfecciosos para uso sistémico,395.5,2,2
3300740,PEGASYS 180MCG/0.05ML AMP (PEGINTERFERSN A-2A),PEGINTERFERSN A-2A,Antineoplásicos e inmunomoduladores,879.5,1,1
3302216,"BEDOYECTA CAJA C/30 TABLETAS HIDROXOCOBALAMINA, VITAMINAS B1",BEDOYECTA,Tracto alimentario y metabolismo,220.5,1,2
3300816,AZITROCIN 500MG C/3 TAB (AZITROMICINA),AZITROMICINA,Antiinfecciosos para uso sistémico,669,3,8
3300135,CAFIASPIRINA FORTE C/24 TABS. ACIDO ACETILSALICILICO/CAFEINA,CAFIASPIRINA,Sistema nervioso,806.5,1,2
3300828,EUTIROX 25MCG C/50 TAB(LEVOTIROXINA SODICA),LEVOTIROXINA SODICA,"Preparados hormonales sistémicos, excluyendo hormonas sexuales e insulinas",138.5,2,2
3305045,ALBUMINA HUMANA AL 20% 50ML GRIFOLS,ALBUMINA,Sangre y órganos hematopoyéticos,1000,29,86
3302626,VANTAL BUCOFAR SOL. 360ML (GRANDE )(BENCIDAMINA),VANTAL,Tracto alimentario y metabolismo,322.5,2,5
3300379,ACTRON PLUS 400/100MG C/10 CAPS (IBUPROFENO+CAFEINA),IBUPROFENO+CAFEINA,Sistema musculoesquelético,103,1,2
3500050,LOCOID 1MG/1G CREMA 30G(HIDROCORTISONA),HIDROCORTISONA,"Preparados hormonales sistémicos, excluyendo hormonas sexuales e insulinas",796,2,2
3301941,"ESPAVEN ENZIMATICO C/50 GRAG((DIMETICONA,PANCREATINA)",ESPAVEN,Tracto alimentario y metabolismo,1325,2,3
3301231,MIRCERA 250MCG /0.3 CAJA C/1 AMP (METOXI POLIETILEN GLICOL-E,METOXI POLIETILEN GLICOL-E,Sangre y órganos hematopoyéticos,166,1,1
3301727,ALLEGRA D 60/25MG C/10 TAB(FEXOFENADINA/FENILEFRINA),FEXOFENADINA/FENILEFRINA,Sistema respiratorio,328,2,5
3304193,XARELTO 15MG.C/28 COMP (RIVAROXABAN),RIVAROXABAN,Sangre y órganos hematopoyéticos,1984,2,3
3301623,ACTRON 200 200MG C/10 CAPS (IBUPROFENO),IBUPROFENO,Sistema musculoesquelético,64,1,2
3302280,INDERALICI 40MG C/30 TAB(PROPRANOLOL),PROPRANOLOL,Sistema cardiovascular,583.5,2,3
3500493,FERRANINA FOL C/30 GRAG(HIERRO POLIMALTOSADO/ACIDO FOL,HIERRO POLIMALTOSADO/ACIDO FOL,Sangre y órganos hematopoyéticos,204.5,1,2
3301642,X-PREP 75ML JBE(SENOSIDOS A-B),SENOSIDOS A-B,Tracto alimentario y metabolismo,399,4,9
3302289,CIPROFLOX 500MG C/12 CAP SENOSIAN (CIPROFLOXACINO),CIPROFLOXACINO,Antiinfecciosos para uso sistémico,459,2,4
3304692,NEURALIN RELIEF (COMPLEJO B/KETOPROFENO)C/20 TAB,COMPLEJO B/KETOPROFENO,Sistema musculoesquelético,1341,2,2
3302827,ROCEPHIN I.M. 1GM AMP (CEFTRIAXONA),CEFTRIAXONA,Antiinfecciosos para uso sistémico,238.5,3,6
3304397,LABETALOL HIDROCHLORIDE INYEC. 100 MG/20 ML.,LABETALOL,Sistema cardiovascular,400,2,5
3302869,LAXOYA 8.6 / 50 MG 60 TAB(SENOSIDOS DOCUSATO DE SODIO),SENOSIDOS DOCUSATO DE SODIO,Tracto alimentario y metabolismo,368,2,2
3300633,TRACEFUSIN 20ML AMP (OLIGOMETALES ENDOVENOSO),OLIGOMETALES ENDOVENOSO,Sangre y órganos hematopoyéticos,644,33,85
3301256,LIBERTRIM SII 200/75 MG COMP C 24(TRIMEBUTINA/SIMETICONA),TRIMEBUTINA/SIMETICONA,Tracto alimentario y metabolismo,518,2,3
3301005,DIPROSPAN 5/2MG AMP 5ML(BETAMETASONA),BETAMETASONA,"Preparados hormonales sistémicos, excluyendo hormonas sexuales e insulinas",357,1,2
3304623,AVALIDE 300MG/12.5MG TAB C/28 IRBESARTAN/HIDROCLOROTIAZIDA,AVALIDE,Sistema cardiovascular,1317,1,2
3304426,SINCRONIUM 100MG/40MG/10MG C/28CAP. ACIDOACETI/SIMVASTATINA/,SINCRONIUM,Sistema cardiovascular,364,1,1
3300037,BACTRIM F 800/160MG C/14 CPR SULFAMETOXAZOL Y TRIMETOPRIMA,BACTRIM,Antiinfecciosos para uso sistémico,273,4,11
3302034,CORPOTASIN GK 4.68G C/10 SOBRES-GLUCONATO DE POTASIO,CORPOTASIN,Tracto alimentario y metabolismo,568,1,2
3301315,MIACALCIC 100UI CAJA C/5 AMP (CALCITONINA),CALCITONINA,"Preparados hormonales sistémicos, excluyendo hormonas sexuales e insulinas",1423,3,7
3301388,NULYTELY 110.1G POLVO SOBRE X PZA,NULYTELY,Tracto alimentario y metabolismo,773,18,40
3302350,ZALDIAR 37.5/325 MG C/10 TAB(PARACETAMOL/TRAMADOL),PARACETAMOL/TRAMADOL,Sistema nervioso,802,3,6
3301836,LYSOMUCIL 600 MG C/20 TAB EFERV(ACETILCISTEINA),ACETILCISTEINA,Sistema respiratorio,1283,5,14
3304352,TRAYENTA DUO 2.5MG/1000MG C/30TAB. LINAGLIPTINA/METFORMINA,TRAYENTA,Tracto alimentario y metabolismo,340,2,2
3301119,BIOYETIN 4000 UI JER. PRELL O FCO.AMP. (ERITROPOYETINA HUMA),ERITROPOYETINA HUMA,Sangre y órganos hematopoyéticos,427.5,10,27
3400141,RENEGY 500MG/10ML AMP IV (CARBOXIMALTOSA FERRICA),CARBOXIMALTOSA FERRICA,Sangre y órganos hematopoyéticos,3499,4,8
3500494,FERRANINA 3.125G JARABE 100ML(HIERRO POLIMALTOSADO),HIERRO POLIMALTOSADO,Sangre y órganos hematopoyéticos,1206,1,1
3301412,CELESTONE HYPAK AMPOLLETA(BETAMETASONA) 8MG/2ML,BETAMETASONA,"Preparados hormonales sistémicos, excluyendo hormonas sexuales e insulinas",283,2,6
3304285,PICOPREP 10MG/3.5GR/12GR C/2 SOBRES (PICOSULFATO/OXIDO DE MA,PICOSULFATO/OXIDO DE MA,Tracto alimentario y metabolismo,1463.5,2,2
3304514,KARET 50MCG CON 50 COMPRIMIDOS,KARET,"Preparados hormonales sistémicos, excluyendo hormonas sexuales e insulinas",410.5,1,2
3300913,DILAR 20MG 2ML AMPULA PARAMETASONA,DILAR,"Preparados hormonales sistémicos, excluyendo hormonas sexuales e insulinas",377,19,50
3305135,EDARBI CLD 80/12.5 TAB C/28 (AZILSARTAN/CLORTALIDONA),AZILSARTAN/CLORTALIDONA,Sistema cardiovascular,905.5,1,1
3301314,"MAXITROL 5ML GOTAS SUSP(NEOMICINA,POLIMIXINA B,DEXAMETAXONA","NEOMICINA,POLIMIXINA B,DEXAMETAXONA",Órganos de los sentidos,165,1,2
3300484,HUMYLUB OFTALMICO 15ML GOTAS(HIALURONATO DE SODIO/SULFATO DE,HIALURONATO DE SODIO/SULFATO DE,Órganos de los sentidos,433,1,1
3305115,CICLOFERON XTRM SPR 5GR 50ML,CICLOFERON,Antiinfecciosos para uso sistémico,552.5,1,1
3302375,KALIOLITE 500MG C/50 GRAGEAS(CLORURO DE POTASIO),CLORURO DE POTASIO,Sangre y órganos hematopoyéticos,265,1,2
3304720,DORIXINA GEL 5GR TUBO C/50 GR (CLONIXINATO DE LISINA),CLONIXINATO DE LISINA,Sistema musculoesquelético,1490,1,2
3302328,CO PLAVIX 75/100 MG C/28 TAB-CLOPIDOGREL/ACIDO ACETILSALICIL,CLOPIDOGREL/ACIDO ACETILSALICIL,Sangre y órganos hematopoyéticos,757.5,6,13
3302010,ALIN OFT 90/3.50MG GOTAS 5ML(DEXAMETASONA/NEOMICINA),DEXAMETASONA/NEOMICINA,Órganos de los sentidos,68,2,2
3304887,ALISTINT 20MCG AMP CAJA C/5 (ALPROSTADIL),ALPROSTADIL,Sistema genitourinario y hormonas sexuales,73241.5,1,1
3301131,ADVANTAN CREMA 15 GR (METILPREDNISOLONA),METILPREDNISOLONA,"Preparados hormonales sistémicos, excluyendo hormonas sexuales e insulinas",443,1,1
3305061,BICARNAT 7.5 % 10 ML AMP. PISA 4000279 (BICARBONATO DE SODIO,BICARBONATO DE SODIO,Tracto alimentario y metabolismo,959,6,15
3305193,FLORATIL 200MG C/12 SOBRES (SACCHAROMYCES BOULARDII),SACCHAROMYCES BOULARDII,Tracto alimentario y metabolismo,337,1,2
3301900,GLYPRESSIN 1MG AMP (ACETATO DE TERLIPRESINA),ACETATO DE TERLIPRESINA,"Preparados hormonales sistémicos, excluyendo hormonas sexuales e insulinas",225,8,22
3301627,DORIXINA 250MG C/10 TAB(CLONIXINATO DE LISINA),CLONIXINATO DE LISINA,Sistema musculoesquelético,539,2,5
3500031,PANCLASA 80/80MG C/20 CAPS (FLOROGLUCINOL/TRIMETILFLOROGL,FLOROGLUCINOL/TRIMETILFLOROGL,Tracto alimentario y metabolismo,434.5,1,2
3304416,APROVASC (IRBESARTAN/AMLODIPINO) 300 MG/5 MG TAB C/14,IRBESARTAN/AMLODIPINO,Sistema cardiovascular,1428.5,2,2
3302939,RIOPAN 8G GEL 10ML C/20 SOBRES(DIMETICONA/MAGALDRATO),DIMETICONA/MAGALDRATO,Tracto alimentario y metabolismo,469,6,16
3302131,HEMOSIN K 5ML AMP. (CARBAZOCROMO/MENADIONA VIT K3),CARBAZOCROMO/MENADIONA,Sangre y órganos hematopoyéticos,417.75,6,15
3301721,EUTIROX 75MCG C/50 TAB(LEVOTIROXINA SODICA),LEVOTIROXINA SODICA,"Preparados hormonales sistémicos, excluyendo hormonas sexuales e insulinas",170,2,3
3300442,ALEVIAN DUO C/16 CAPS(DIMETICONA/BROMURO DE PINAVERINO),DIMETICONA/BROMURO DE PINAVERINO,Tracto alimentario y metabolismo,398,4,9
3300181,EUTIROX 150MCG C/50 TAB(LEVOTIROXINA SODICA),LEVOTIROXINA SODICA,"Preparados hormonales sistémicos, excluyendo hormonas sexuales e insulinas",212,1,2
3304310,ARANESP (DARBEPOETINA) 60 MICROGRAMOS/0.3 ML JER PRELL C/4,DARBEPOETINA,Sangre y órganos hematopoyéticos,5744.5,1,1
3305107,TRIMBOW AEROSOL 100/6/12.5 MCG INH C/120 DOSIS,TRIMBOW,Sistema respiratorio,1257,2,3
3300322,JANUMET 50/1000MG C/56 COMP(SITAGLIPTINA/METFORMINA),SITAGLIPTINA/METFORMINA,Tracto alimentario y metabolismo,1054,2,6
3301790,DOLO NEUROBION AMP C/3 (COMPLEJO B/DICLOFENACO),COMPLEJO B/DICLOFENACO,Tracto alimentario y metabolismo,196.5,2,4
3300720,FIRAC PLUS 125/10MG C/20 GRAGEAS(CLONIXINATO LISINA/PARGEVER,CLONIXINATO LISINA/PARGEVER,Tracto alimentario y metabolismo,253,1,2
3301600,ALIN GOTAS NASAL 20ML(DEXAMETASONA/FENILEFRINA/NEOMICINA),DEXAMETASONA/FENILEFRINA/NEOMICINA,Órganos de los sentidos,114,1,1
3304873,SELTAFERON 75MG C/10 CAP(OSELTAMIVIR),OSELTAMIVIR,Antiinfecciosos para uso sistémico,2776,19,55
3500735,LAGRIFILM PLUS SOL 15ML(ALCOHOL POLIVINILICO/POVIDONA),ALCOHOL POLIVINILICO/POVIDONA,Órganos de los sentidos,276.5,2,2
3305075,EDARBI CLD 40/12.5 MG C/ 14 TABLETAS,EDARBI,Sistema cardiovascular,314,1,2
